,complaint_type,month,hour,noise_count
858,Loud Music/Party,12,18,267
859,Loud Music/Party,12,19,284
860,Loud Music/Party,12,20,320
861,Loud Music/Party,12,21,434
862,Loud Music/Party,12,22,761
863,Loud Music/Party,12,23,804
864,Loud Talking,1,00,83
865,Loud Talking,1,01,67
866,Loud Talking,1,02,37
867,Loud Talking,1,03,31
868,Loud Talking,1,04,24
869,Loud Talking,1,05,11
870,Loud Talking,1,06,14
871,Loud Talking,1,07,20
872,Loud Talking,1,08,21
873,Loud Talking,1,09,18
874,Loud Talking,1,10,18
875,Loud Talking,1,11,18
876,Loud Talking,1,12,22
877,Loud Talking,1,13,28
878,Loud Talking,1,14,17
879,Loud Talking,1,15,24
880,Loud Talking,1,16,37
881,Loud Talking,1,17,29
882,Loud Talking,1,18,28
883,Loud Talking,1,19,53
884,Loud Talking,1,20,73
885,Loud Talking,1,21,53
886,Loud Talking,1,22,68
887,Loud Talking,1,23,101
888,Loud Talking,2,00,100
889,Loud Talking,2,01,64
890,Loud Talking,2,02,23
891,Loud Talking,2,03,17
892,Loud Talking,2,04,14
893,Loud Talking,2,05,10
894,Loud Talking,2,06,12
895,Loud Talking,2,07,11
896,Loud Talking,2,08,8
897,Loud Talking,2,09,14
898,Loud Talking,2,10,18
899,Loud Talking,2,11,21
900,Loud Talking,2,12,21
901,Loud Talking,2,13,14
902,Loud Talking,2,14,26
903,Loud Talking,2,15,25
904,Loud Talking,2,16,15
905,Loud Talking,2,17,25
906,Loud Talking,2,18,43
907,Loud Talking,2,19,45
908,Loud Talking,2,20,44
909,Loud Talking,2,21,49
910,Loud Talking,2,22,70
911,Loud Talking,2,23,85
912,Loud Talking,3,00,126
913,Loud Talking,3,01,93
914,Loud Talking,3,02,57
915,Loud Talking,3,03,39
916,Loud Talking,3,04,39
917,Loud Talking,3,05,12
918,Loud Talking,3,06,15
919,Loud Talking,3,07,15
920,Loud Talking,3,08,18
921,Loud Talking,3,09,35
922,Loud Talking,3,10,34
923,Loud Talking,3,11,63
924,Loud Talking,3,12,37
925,Loud Talking,3,13,38
926,Loud Talking,3,14,32
927,Loud Talking,3,15,40
928,Loud Talking,3,16,53
929,Loud Talking,3,17,44
930,Loud Talking,3,18,51
931,Loud Talking,3,19,87
932,Loud Talking,3,20,86
933,Loud Talking,3,21,118
934,Loud Talking,3,22,121
935,Loud Talking,3,23,164
936,Loud Talking,4,00,205
937,Loud Talking,4,01,148
938,Loud Talking,4,02,72
939,Loud Talking,4,03,48
940,Loud Talking,4,04,24
941,Loud Talking,4,05,17
942,Loud Talking,4,06,19
943,Loud Talking,4,07,24
944,Loud Talking,4,08,27
945,Loud Talking,4,09,21
946,Loud Talking,4,10,21
947,Loud Talking,4,11,24
948,Loud Talking,4,12,42
949,Loud Talking,4,13,16
950,Loud Talking,4,14,27
951,Loud Talking,4,15,33
952,Loud Talking,4,16,38
953,Loud Talking,4,17,61
954,Loud Talking,4,18,58
955,Loud Talking,4,19,73
956,Loud Talking,4,20,91
957,Loud Talking,4,21,136
958,Loud Talking,4,22,165
959,Loud Talking,4,23,239
960,Loud Talking,5,00,254
961,Loud Talking,5,01,186
962,Loud Talking,5,02,99
963,Loud Talking,5,03,52
964,Loud Talking,5,04,33
965,Loud Talking,5,05,16
966,Loud Talking,5,06,15
967,Loud Talking,5,07,21
968,Loud Talking,5,08,24
969,Loud Talking,5,09,29
970,Loud Talking,5,10,24
971,Loud Talking,5,11,32
972,Loud Talking,5,12,36
973,Loud Talking,5,13,31
974,Loud Talking,5,14,21
975,Loud Talking,5,15,44
976,Loud Talking,5,16,48
977,Loud Talking,5,17,79
978,Loud Talking,5,18,80
979,Loud Talking,5,19,74
980,Loud Talking,5,20,118
981,Loud Talking,5,21,156
982,Loud Talking,5,22,244
983,Loud Talking,5,23,265
984,Loud Talking,6,00,194
985,Loud Talking,6,01,157
986,Loud Talking,6,02,87
987,Loud Talking,6,03,51
988,Loud Talking,6,04,40
989,Loud Talking,6,05,13
990,Loud Talking,6,06,14
991,Loud Talking,6,07,20
992,Loud Talking,6,08,19
993,Loud Talking,6,09,22
994,Loud Talking,6,10,24
995,Loud Talking,6,11,28
996,Loud Talking,6,12,31
997,Loud Talking,6,13,30
998,Loud Talking,6,14,35
999,Loud Talking,6,15,26
1000,Loud Talking,6,16,30
1001,Loud Talking,6,17,46
1002,Loud Talking,6,18,47
1003,Loud Talking,6,19,76
1004,Loud Talking,6,20,92
1005,Loud Talking,6,21,127
1006,Loud Talking,6,22,176
1007,Loud Talking,6,23,228
1008,Loud Talking,7,00,127
1009,Loud Talking,7,01,117
1010,Loud Talking,7,02,93
1011,Loud Talking,7,03,44
1012,Loud Talking,7,04,42
1013,Loud Talking,7,05,23
1014,Loud Talking,7,06,19
1015,Loud Talking,7,07,19
1016,Loud Talking,7,08,24
1017,Loud Talking,7,09,27
1018,Loud Talking,7,10,41
1019,Loud Talking,7,11,18
1020,Loud Talking,7,12,18
1021,Loud Talking,7,13,39
1022,Loud Talking,7,14,28
1023,Loud Talking,7,15,25
1024,Loud Talking,7,16,26
1025,Loud Talking,7,17,33
1026,Loud Talking,7,18,29
1027,Loud Talking,7,19,51
1028,Loud Talking,7,20,83
1029,Loud Talking,7,21,96
1030,Loud Talking,7,22,125
1031,Loud Talking,7,23,128
1032,Loud Talking,8,00,159
1033,Loud Talking,8,01,101
1034,Loud Talking,8,02,73
1035,Loud Talking,8,03,45
1036,Loud Talking,8,04,39
1037,Loud Talking,8,05,27
1038,Loud Talking,8,06,16
1039,Loud Talking,8,07,28
1040,Loud Talking,8,08,21
1041,Loud Talking,8,09,14
1042,Loud Talking,8,10,24
1043,Loud Talking,8,11,29
1044,Loud Talking,8,12,16
1045,Loud Talking,8,13,20
1046,Loud Talking,8,14,16
1047,Loud Talking,8,15,30
1048,Loud Talking,8,16,33
1049,Loud Talking,8,17,40
1050,Loud Talking,8,18,46
1051,Loud Talking,8,19,55
1052,Loud Talking,8,20,60
1053,Loud Talking,8,21,79
1054,Loud Talking,8,22,119
1055,Loud Talking,8,23,132
1056,Loud Talking,9,00,174
1057,Loud Talking,9,01,144
1058,Loud Talking,9,02,69
1059,Loud Talking,9,03,46
1060,Loud Talking,9,04,27
1061,Loud Talking,9,05,27
1062,Loud Talking,9,06,25
1063,Loud Talking,9,07,38
1064,Loud Talking,9,08,26
1065,Loud Talking,9,09,23
1066,Loud Talking,9,10,26
1067,Loud Talking,9,11,32
1068,Loud Talking,9,12,38
1069,Loud Talking,9,13,26
1070,Loud Talking,9,14,23
1071,Loud Talking,9,15,37
1072,Loud Talking,9,16,48
1073,Loud Talking,9,17,57
1074,Loud Talking,9,18,45
1075,Loud Talking,9,19,67
1076,Loud Talking,9,20,88
1077,Loud Talking,9,21,135
1078,Loud Talking,9,22,186
1079,Loud Talking,9,23,186
1080,Loud Talking,10,00,237
1081,Loud Talking,10,01,173
1082,Loud Talking,10,02,97
1083,Loud Talking,10,03,69
1084,Loud Talking,10,04,52
1085,Loud Talking,10,05,36
1086,Loud Talking,10,06,30
1087,Loud Talking,10,07,27
1088,Loud Talking,10,08,24
1089,Loud Talking,10,09,33
1090,Loud Talking,10,10,38
1091,Loud Talking,10,11,34
1092,Loud Talking,10,12,49
1093,Loud Talking,10,13,44
1094,Loud Talking,10,14,34
1095,Loud Talking,10,15,55
1096,Loud Talking,10,16,57
1097,Loud Talking,10,17,53
1098,Loud Talking,10,18,75
1099,Loud Talking,10,19,93
1100,Loud Talking,10,20,116
1101,Loud Talking,10,21,144
1102,Loud Talking,10,22,203
1103,Loud Talking,10,23,231
1104,Loud Talking,11,00,128
1105,Loud Talking,11,01,94
1106,Loud Talking,11,02,55
1107,Loud Talking,11,03,43
1108,Loud Talking,11,04,32
1109,Loud Talking,11,05,20
1110,Loud Talking,11,06,23
1111,Loud Talking,11,07,25
1112,Loud Talking,11,08,24
1113,Loud Talking,11,09,21
1114,Loud Talking,11,10,31
1115,Loud Talking,11,11,27
1116,Loud Talking,11,12,24
1117,Loud Talking,11,13,44
1118,Loud Talking,11,14,31
1119,Loud Talking,11,15,38
1120,Loud Talking,11,16,39
1121,Loud Talking,11,17,52
1122,Loud Talking,11,18,53
1123,Loud Talking,11,19,73
1124,Loud Talking,11,20,75
1125,Loud Talking,11,21,101
1126,Loud Talking,11,22,119
1127,Loud Talking,11,23,139
1128,Loud Talking,12,00,126
1129,Loud Talking,12,01,90
1130,Loud Talking,12,02,44
1131,Loud Talking,12,03,46
1132,Loud Talking,12,04,28
1133,Loud Talking,12,05,26
1134,Loud Talking,12,06,17
1135,Loud Talking,12,07,21
1136,Loud Talking,12,08,25
1137,Loud Talking,12,09,25
1138,Loud Talking,12,10,20
1139,Loud Talking,12,11,22
1140,Loud Talking,12,12,30
1141,Loud Talking,12,13,38
1142,Loud Talking,12,14,39
1143,Loud Talking,12,15,29
1144,Loud Talking,12,16,36
1145,Loud Talking,12,17,49
1146,Loud Talking,12,18,47
1147,Loud Talking,12,19,59
1148,Loud Talking,12,20,72
1149,Loud Talking,12,21,91
1150,Loud Talking,12,22,112
1151,Loud Talking,12,23,127
