,complaint_type,month,hour,noise_count
1106,Loud Talking,11,04,20
1107,Loud Talking,11,05,18
1108,Loud Talking,11,06,7
1109,Loud Talking,11,07,10
1110,Loud Talking,11,08,8
1111,Loud Talking,11,09,12
1112,Loud Talking,11,10,24
1113,Loud Talking,11,11,16
1114,Loud Talking,11,12,13
1115,Loud Talking,11,13,27
1116,Loud Talking,11,14,16
1117,Loud Talking,11,15,22
1118,Loud Talking,11,16,35
1119,Loud Talking,11,17,48
1120,Loud Talking,11,18,48
1121,Loud Talking,11,19,59
1122,Loud Talking,11,20,54
1123,Loud Talking,11,21,52
1124,Loud Talking,11,22,51
1125,Loud Talking,11,23,51
1126,Loud Talking,12,00,37
1127,Loud Talking,12,01,23
1128,Loud Talking,12,02,16
1129,Loud Talking,12,03,15
1130,Loud Talking,12,04,26
1131,Loud Talking,12,05,18
1132,Loud Talking,12,06,10
1133,Loud Talking,12,07,16
1134,Loud Talking,12,08,11
1135,Loud Talking,12,09,12
1136,Loud Talking,12,10,11
1137,Loud Talking,12,11,9
1138,Loud Talking,12,12,16
1139,Loud Talking,12,13,22
1140,Loud Talking,12,14,30
1141,Loud Talking,12,15,24
1142,Loud Talking,12,16,28
1143,Loud Talking,12,17,34
1144,Loud Talking,12,18,46
1145,Loud Talking,12,19,51
1146,Loud Talking,12,20,66
1147,Loud Talking,12,21,71
1148,Loud Talking,12,22,32
1149,Loud Talking,12,23,34
