,month,hour,boro,noise_counts
839,7,23,Staten Island,11480111189
840,8,00,Bronx,127752183819
841,8,00,Brooklyn,93788699746
842,8,00,Manhattan,102285748384
843,8,00,Queens,74361411114
844,8,00,Staten Island,8447705786
845,8,01,Bronx,91893378110
846,8,01,Brooklyn,62724161348
847,8,01,Manhattan,65033827051
848,8,01,Queens,52830643600
849,8,01,Staten Island,4585678443
850,8,02,Bronx,65045281544
851,8,02,Brooklyn,37774820026
852,8,02,Manhattan,34893662609
853,8,02,Queens,33453663501
854,8,02,Staten Island,2214358249
855,8,03,Bronx,44120796725
856,8,03,Brooklyn,22628813044
857,8,03,Manhattan,20559277742
858,8,03,Queens,19175750851
859,8,03,Staten Island,1287616537
860,8,04,Bronx,31648975810
861,8,04,Brooklyn,14224402805
862,8,04,Manhattan,15359631212
863,8,04,Queens,13919423734
864,8,04,Staten Island,1287558590
865,8,05,Bronx,20261059088
866,8,05,Brooklyn,8141792342
867,8,05,Manhattan,10099650828
868,8,05,Queens,6649777505
869,8,05,Staten Island,360406388
870,8,06,Bronx,9536753480
871,8,06,Brooklyn,8352397564
872,8,06,Manhattan,7625353561
873,8,06,Queens,5515384275
874,8,06,Staten Island,670127357
875,8,07,Bronx,9999614171
876,8,07,Brooklyn,7217776368
877,8,07,Manhattan,9174376531
878,8,07,Queens,5823613062
879,8,07,Staten Island,1133649106
880,8,08,Bronx,9589973294
881,8,08,Brooklyn,9227951369
882,8,08,Manhattan,9433643286
883,8,08,Queens,10512950261
884,8,08,Staten Island,1701455671
885,8,09,Bronx,10981627277
886,8,09,Brooklyn,13198573859
887,8,09,Manhattan,12679555952
888,8,09,Queens,17110666806
889,8,09,Staten Island,1289466099
890,8,10,Bronx,11653745712
891,8,10,Brooklyn,10823793242
892,8,10,Manhattan,11601365537
893,8,10,Queens,15152869558
894,8,10,Staten Island,1288394042
895,8,11,Bronx,13150532150
896,8,11,Brooklyn,10671304258
897,8,11,Manhattan,14275860737
898,8,11,Queens,12423232811
899,8,11,Staten Island,876286528
900,8,12,Bronx,14592963021
901,8,12,Brooklyn,15308659945
902,8,12,Manhattan,14590234197
903,8,12,Queens,13142632487
904,8,12,Staten Island,1185032580
905,8,13,Bronx,20674439628
906,8,13,Brooklyn,16188805076
907,8,13,Manhattan,14122921942
908,8,13,Queens,15826649388
909,8,13,Staten Island,1649075430
910,8,14,Bronx,27999476730
911,8,14,Brooklyn,15721174987
912,8,14,Manhattan,17012513738
913,8,14,Queens,14382816591
914,8,14,Staten Island,1442858304
915,8,15,Bronx,32075784123
916,8,15,Brooklyn,19221631373
917,8,15,Manhattan,22939435674
918,8,15,Queens,18044182701
919,8,15,Staten Island,2113376714
920,8,16,Bronx,36972416379
921,8,16,Brooklyn,19739771947
922,8,16,Manhattan,25046314265
923,8,16,Queens,18869363452
924,8,16,Staten Island,1184980938
925,8,17,Bronx,40106402404
926,8,17,Brooklyn,27213179547
927,8,17,Manhattan,26910686816
928,8,17,Queens,20514589901
929,8,17,Staten Island,1906171941
930,8,18,Bronx,53496067022
931,8,18,Brooklyn,33709966584
932,8,18,Manhattan,32055822434
933,8,18,Queens,24688216028
934,8,18,Staten Island,1856587747
935,8,19,Bronx,92503625716
936,8,19,Brooklyn,41342261502
937,8,19,Manhattan,42782727937
938,8,19,Queens,30413753374
939,8,19,Staten Island,3763300688
940,8,20,Bronx,108745927098
941,8,20,Brooklyn,56124337903
942,8,20,Manhattan,53397645246
943,8,20,Queens,49179555064
944,8,20,Staten Island,5002823153
945,8,21,Bronx,127049390574
946,8,21,Brooklyn,69533529736
947,8,21,Manhattan,69484016008
948,8,21,Queens,57942163700
949,8,21,Staten Island,7423864143
950,8,22,Bronx,140323188193
951,8,22,Brooklyn,104387304152
952,8,22,Manhattan,99480360904
953,8,22,Queens,76758722235
954,8,22,Staten Island,10773137977
955,8,23,Bronx,132361898838
956,8,23,Brooklyn,108196275899
957,8,23,Manhattan,108138785668
958,8,23,Queens,74391136746
959,8,23,Staten Island,10309991800
960,9,00,Bronx,121226167654
961,9,00,Brooklyn,96406502568
962,9,00,Manhattan,100099618899
963,9,00,Queens,80219720999
964,9,00,Staten Island,6742919220
965,9,01,Bronx,85912645022
966,9,01,Brooklyn,67009811853
967,9,01,Manhattan,64175269347
968,9,01,Queens,60629461121
969,9,01,Staten Island,3527968861
970,9,02,Bronx,57977242542
971,9,02,Brooklyn,41392357693
972,9,02,Manhattan,37144297766
973,9,02,Queens,37349562276
974,9,02,Staten Island,2178667979
975,9,03,Bronx,44087515020
976,9,03,Brooklyn,25362263699
977,9,03,Manhattan,25310333315
978,9,03,Queens,25055495763
979,9,03,Staten Island,2855559466
980,9,04,Bronx,28736122332
981,9,04,Brooklyn,13332535984
982,9,04,Manhattan,16388203633
983,9,04,Queens,16340504277
984,9,04,Staten Island,1194102637
985,9,05,Bronx,21569607533
986,9,05,Brooklyn,10839817765
987,9,05,Manhattan,10841571156
988,9,05,Queens,9646813198
989,9,05,Staten Island,674060592
990,9,06,Bronx,12604235007
991,9,06,Brooklyn,9078730920
992,9,06,Manhattan,11261529220
993,9,06,Queens,8352291420
994,9,06,Staten Island,518310399
995,9,07,Bronx,15753011348
996,9,07,Brooklyn,9546914275
997,9,07,Manhattan,11360559922
998,9,07,Queens,11359056176
999,9,07,Staten Island,882150999
1000,9,08,Bronx,14404273809
1001,9,08,Brooklyn,13022880113
1002,9,08,Manhattan,12813041409
1003,9,08,Queens,13903603982
1004,9,08,Staten Island,1453263280
1005,9,09,Bronx,14610743868
1006,9,09,Brooklyn,13801157469
1007,9,09,Manhattan,13231009207
1008,9,09,Queens,15927555654
1009,9,09,Staten Island,1972034999
1010,9,10,Bronx,13843861576
1011,9,10,Brooklyn,15514886166
1012,9,10,Manhattan,14008848823
1013,9,10,Queens,14263146443
1014,9,10,Staten Island,1400863489
1015,9,11,Bronx,10328181717
1016,9,11,Brooklyn,17433516001
1017,9,11,Manhattan,15766419116
1018,9,11,Queens,16338476633
1019,9,11,Staten Island,987068095
1020,9,12,Bronx,12342738461
1021,9,12,Brooklyn,15358771521
1022,9,12,Manhattan,16031049168
1023,9,12,Queens,16644515687
1024,9,12,Staten Island,1192765388
1025,9,13,Bronx,21618920030
1026,9,13,Brooklyn,18677635477
1027,9,13,Manhattan,18155753997
1028,9,13,Queens,15765668231
1029,9,13,Staten Island,1557290871
1030,9,14,Bronx,27790785806
1031,9,14,Brooklyn,17900469606
1032,9,14,Manhattan,18625125418
1033,9,14,Queens,17119029351
1034,9,14,Staten Island,1865681410
1035,9,15,Bronx,24891758124
1036,9,15,Brooklyn,21428884812
1037,9,15,Manhattan,24172299085
1038,9,15,Queens,20022428302
1039,9,15,Staten Island,2180657978
1040,9,16,Bronx,33684374951
1041,9,16,Brooklyn,25105131577
1042,9,16,Manhattan,26663448905
1043,9,16,Queens,25835532768
1044,9,16,Staten Island,2645647013
1045,9,17,Bronx,51373834397
1046,9,17,Brooklyn,31388265891
1047,9,17,Manhattan,29833546191
1048,9,17,Queens,27027831191
1049,9,17,Staten Island,2334905583
1050,9,18,Bronx,65196880695
1051,9,18,Brooklyn,41557083879
1052,9,18,Manhattan,36988217843
1053,9,18,Queens,33825188270
1054,9,18,Staten Island,2750150197
1055,9,19,Bronx,105674139971
1056,9,19,Brooklyn,53281410280
1057,9,19,Manhattan,49903582148
1058,9,19,Queens,41496380756
1059,9,19,Staten Island,3996023550
1060,9,20,Bronx,130298721045
1061,9,20,Brooklyn,69311596717
1062,9,20,Manhattan,62253084613
1063,9,20,Queens,52132816116
1064,9,20,Staten Island,4567381816
1065,9,21,Bronx,147507603564
1066,9,21,Brooklyn,86426798881
1067,9,21,Manhattan,74653625486
1068,9,21,Queens,67695815599
1069,9,21,Staten Island,7156916114
1070,9,22,Bronx,154715080790
1071,9,22,Brooklyn,128545691606
1072,9,22,Manhattan,116363457442
1073,9,22,Queens,104233912462
1074,9,22,Staten Island,9751053129
1075,9,23,Bronx,152522368686
1076,9,23,Brooklyn,129214990715
1077,9,23,Manhattan,117911609835
1078,9,23,Queens,95027649728
1079,9,23,Staten Island,9439858398
1080,10,00,Bronx,75596314017
1081,10,00,Brooklyn,95250647115
1082,10,00,Manhattan,104904451563
1083,10,00,Queens,67330535052
1084,10,00,Staten Island,7830010983
1085,10,01,Bronx,47700302315
1086,10,01,Brooklyn,59295177462
1087,10,01,Manhattan,70366449187
1088,10,01,Queens,47390107565
1089,10,01,Staten Island,3759255347
1090,10,02,Bronx,31783475655
1091,10,02,Brooklyn,42394669966
1092,10,02,Manhattan,41245979325
1093,10,02,Queens,36332745633
1094,10,02,Staten Island,2035478756
1095,10,03,Bronx,22024017926
1096,10,03,Brooklyn,24699192459
1097,10,03,Manhattan,28144355444
1098,10,03,Queens,22185263974
1099,10,03,Staten Island,1618342694
1100,10,04,Bronx,16909048536
1101,10,04,Brooklyn,14774178437
1102,10,04,Manhattan,18430346675
1103,10,04,Queens,16548370311
1104,10,04,Staten Island,782669829
1105,10,05,Bronx,9761696979
1106,10,05,Brooklyn,8980988404
1107,10,05,Manhattan,12372396742
1108,10,05,Queens,9917929779
1109,10,05,Staten Island,574503135
1110,10,06,Bronx,8714992110
1111,10,06,Brooklyn,10182089173
1112,10,06,Manhattan,12947067293
1113,10,06,Queens,7621304358
1114,10,06,Staten Island,365293324
1115,10,07,Bronx,8250423592
1116,10,07,Brooklyn,10649975465
1117,10,07,Manhattan,14253413089
1118,10,07,Queens,13103947881
1119,10,07,Staten Island,1252184228
1120,10,08,Bronx,7728054710
1121,10,08,Brooklyn,17853241386
1122,10,08,Manhattan,14774307754
1123,10,08,Queens,11380296614
1124,10,08,Staten Island,2140587154
1125,10,09,Bronx,8717888346
1126,10,09,Brooklyn,18432473834
1127,10,09,Manhattan,16753168991
1128,10,09,Queens,15395740911
1129,10,09,Staten Island,1617674789
1130,10,10,Bronx,8615392684
1131,10,10,Brooklyn,20362691645
1132,10,10,Manhattan,17383497644
1133,10,10,Queens,14983584915
1134,10,10,Staten Island,1357644548
1135,10,11,Bronx,12857126597
1136,10,11,Brooklyn,18897970023
1137,10,11,Manhattan,17594064865
1138,10,11,Queens,13412081492
1139,10,11,Staten Island,1149739978
1140,10,12,Bronx,18346496508
1141,10,12,Brooklyn,20882330356
1142,10,12,Manhattan,21358878624
1143,10,12,Queens,15290626241
1144,10,12,Staten Island,1043492865
1145,10,13,Bronx,19339572800
1146,10,13,Brooklyn,20570401671
1147,10,13,Manhattan,25376506141
1148,10,13,Queens,15295399839
1149,10,13,Staten Island,1513220830
1150,10,14,Bronx,22211657800
1151,10,14,Brooklyn,21978230705
1152,10,14,Manhattan,23548735468
1153,10,14,Queens,17588483505
1154,10,14,Staten Island,1721900295
1155,10,15,Bronx,21467036867
1156,10,15,Brooklyn,22971867613
1157,10,15,Manhattan,27516109203
1158,10,15,Queens,19468121850
1159,10,15,Staten Island,1515233594
1160,10,16,Bronx,29279872283
1161,10,16,Brooklyn,24535712317
1162,10,16,Manhattan,32370150461
1163,10,16,Queens,23120428681
1164,10,16,Staten Island,2035851387
1165,10,17,Bronx,41380165811
1166,10,17,Brooklyn,28135984404
1167,10,17,Manhattan,34661197544
1168,10,17,Queens,22704659390
1169,10,17,Staten Island,2402512769
1170,10,18,Bronx,50350201547
1171,10,18,Brooklyn,40772451159
1172,10,18,Manhattan,41971682789
1173,10,18,Queens,32254751984
1174,10,18,Staten Island,2664068980
1175,10,19,Bronx,57914438555
1176,10,19,Brooklyn,49375171672
1177,10,19,Manhattan,57685966919
1178,10,19,Queens,39881077679
1179,10,19,Staten Island,3653684543
1180,10,20,Bronx,74398375703
1181,10,20,Brooklyn,57254573247
1182,10,20,Manhattan,65349948002
1183,10,20,Queens,45977872851
1184,10,20,Staten Island,3340487731
1185,10,21,Bronx,76755531473
1186,10,21,Brooklyn,70253282857
1187,10,21,Manhattan,83622628906
1188,10,21,Queens,59029935409
1189,10,21,Staten Island,6210442455
1190,10,22,Bronx,83339885756
1191,10,22,Brooklyn,103967007339
1192,10,22,Manhattan,120061462747
1193,10,22,Queens,83466068871
1194,10,22,Staten Island,8977241297
1195,10,23,Bronx,81560183940
1196,10,23,Brooklyn,109928413091
1197,10,23,Manhattan,134374638801
1198,10,23,Queens,82002302814
1199,10,23,Staten Island,10388860557
1200,11,00,Bronx,37816437489
1201,11,00,Brooklyn,51995211100
1202,11,00,Manhattan,63070467717
1203,11,00,Queens,42849448428
1204,11,00,Staten Island,4254909013
1205,11,01,Bronx,28995680674
1206,11,01,Brooklyn,35713186334
1207,11,01,Manhattan,43374675901
1208,11,01,Queens,30038521837
1209,11,01,Staten Island,3203133666
1210,11,02,Bronx,20124286292
1211,11,02,Brooklyn,22435143873
1212,11,02,Manhattan,26737531940
1213,11,02,Queens,19225690821
1214,11,02,Staten Island,1156165556
1215,11,03,Bronx,14079319395
1216,11,03,Brooklyn,15078858010
1217,11,03,Manhattan,17649232324
1218,11,03,Queens,15496016845
1219,11,03,Staten Island,1103915830
1220,11,04,Bronx,9298918455
1221,11,04,Brooklyn,8929438132
1222,11,04,Manhattan,10819653382
1223,11,04,Queens,11343812746
1224,11,04,Staten Island,578205449
1225,11,05,Bronx,7042051336
1226,11,05,Brooklyn,8247431649
1227,11,05,Manhattan,9138775917
1228,11,05,Queens,4676458543
1229,11,05,Staten Island,262480103
1230,11,06,Bronx,6251545159
1231,11,06,Brooklyn,11084924980
1232,11,06,Manhattan,9297920721
1233,11,06,Queens,6356341738
1234,11,06,Staten Island,630396782
1235,11,07,Bronx,6356195789
1236,11,07,Brooklyn,13813003267
1237,11,07,Manhattan,12027321579
1238,11,07,Queens,9925762771
1239,11,07,Staten Island,1156140570
1240,11,08,Bronx,5515566228
1241,11,08,Brooklyn,14184256500
1242,11,08,Manhattan,11923200530
1243,11,08,Queens,12552264507
1244,11,08,Staten Island,2048309914
1245,11,09,Bronx,6198621981
1246,11,09,Brooklyn,16072411633
1247,11,09,Manhattan,12552567114
1248,11,09,Queens,12185876143
1249,11,09,Staten Island,945808449
1250,11,10,Bronx,8140415419
1251,11,10,Brooklyn,15602595980
1252,11,10,Manhattan,13707612572
1253,11,10,Queens,12397521241
1254,11,10,Staten Island,1261303708
1255,11,11,Bronx,7828521351
1256,11,11,Brooklyn,15339954684
1257,11,11,Manhattan,14182097814
1258,11,11,Queens,11556009896
1259,11,11,Staten Island,998371895
1260,11,12,Bronx,8875788870
1261,11,12,Brooklyn,16491057594
1262,11,12,Manhattan,12815300095
1263,11,12,Queens,12603237681
1264,11,12,Staten Island,787829349
1265,11,13,Bronx,17430218673
1266,11,13,Brooklyn,16544302294
1267,11,13,Manhattan,17703110458
1268,11,13,Queens,13287416107
1269,11,13,Staten Island,1156384173
1270,11,14,Bronx,18167171917
1271,11,14,Brooklyn,15390271363
1272,11,14,Manhattan,17280608000
1273,11,14,Queens,12553224899
1274,11,14,Staten Island,1418404698
1275,11,15,Bronx,20951730240
1276,11,15,Brooklyn,16548116121
1277,11,15,Manhattan,20692876659
1278,11,15,Queens,13549296473
1279,11,15,Staten Island,1365277401
1280,11,16,Bronx,24201448529
1281,11,16,Brooklyn,16601349950
1282,11,16,Manhattan,20118678709
1283,11,16,Queens,13762743744
1284,11,16,Staten Island,1312736791
1285,11,17,Bronx,24945916518
1286,11,17,Brooklyn,20272728362
1287,11,17,Manhattan,24156957862
1288,11,17,Queens,15234265517
1289,11,17,Staten Island,1838603400
1290,11,18,Bronx,28564703674
1291,11,18,Brooklyn,24002494259
1292,11,18,Manhattan,26628475901
1293,11,18,Queens,18327811106
1294,11,18,Staten Island,2100887036
1295,11,19,Bronx,26106818255
1296,11,19,Brooklyn,24946574354
1297,11,19,Manhattan,32931130070
1298,11,19,Queens,23423617032
1299,11,19,Staten Island,2363173079
1300,11,20,Bronx,29306726098
1301,11,20,Brooklyn,31408651432
1302,11,20,Manhattan,37653791188
1303,11,20,Queens,24529987860
1304,11,20,Staten Island,3309233527
1305,11,21,Bronx,35556381154
1306,11,21,Brooklyn,38707422890
1307,11,21,Manhattan,47683964471
1308,11,21,Queens,28308400118
1309,11,21,Staten Island,2520499342
1310,11,22,Bronx,44121093192
1311,11,22,Brooklyn,54150423259
1312,11,22,Manhattan,74940702700
1313,11,22,Queens,46267897005
1314,11,22,Staten Island,5305580454
1315,11,23,Bronx,38139861149
1316,11,23,Brooklyn,59879044856
1317,11,23,Manhattan,74472508284
1318,11,23,Queens,49583307367
1319,11,23,Staten Island,4044958968
1320,12,00,Bronx,33688054846
1321,12,00,Brooklyn,48728693539
1322,12,00,Manhattan,56013269569
1323,12,00,Queens,37442823956
1324,12,00,Staten Island,4171570706
1325,12,01,Bronx,25561163184
1326,12,01,Brooklyn,36958446469
1327,12,01,Manhattan,38645627736
1328,12,01,Queens,30258239594
1329,12,01,Staten Island,3698658086
1330,12,02,Bronx,18490062677
1331,12,02,Brooklyn,21699957609
1332,12,02,Manhattan,25820755600
1333,12,02,Queens,20121680439
1334,12,02,Staten Island,1426680246
1335,12,03,Bronx,13095987167
1336,12,03,Brooklyn,15156673715
1337,12,03,Manhattan,16318986241
1338,12,03,Queens,12729019614
1339,12,03,Staten Island,1796675803
1340,12,04,Bronx,9559383164
1341,12,04,Brooklyn,11195592248
1342,12,04,Manhattan,11300806717
1343,12,04,Queens,8925587909
1344,12,04,Staten Island,951093839
1345,12,05,Bronx,6019791093
1346,12,05,Brooklyn,8027624837
1347,12,05,Manhattan,10032231139
1348,12,05,Queens,10351205677
1349,12,05,Staten Island,475729386
1350,12,06,Bronx,5596807262
1351,12,06,Brooklyn,8447762489
1352,12,06,Manhattan,9503543983
1353,12,06,Queens,8132475231
1354,12,06,Staten Island,528720544
1355,12,07,Bronx,6758832682
1356,12,07,Brooklyn,11406210496
1357,12,07,Manhattan,12937522728
1358,12,07,Queens,8344742976
1359,12,07,Staten Island,1108437705
1360,12,08,Bronx,6601206447
1361,12,08,Brooklyn,13569596381
1362,12,08,Manhattan,11458217709
1363,12,08,Queens,11724197825
1364,12,08,Staten Island,950935394
1365,12,09,Bronx,7128477079
1366,12,09,Brooklyn,14204060371
1367,12,09,Manhattan,13517161706
1368,12,09,Queens,12676568006
1369,12,09,Staten Island,1531585583
1370,12,10,Bronx,6338026794
1371,12,10,Brooklyn,13149104653
1372,12,10,Manhattan,15366321888
1373,12,10,Queens,13732459066
1374,12,10,Staten Island,950301690
1375,12,11,Bronx,8556685442
1376,12,11,Brooklyn,15631193345
1377,12,11,Manhattan,14151608546
1378,12,11,Queens,15264149521
1379,12,11,Staten Island,1002667083
1380,12,12,Bronx,11937865912
1381,12,12,Brooklyn,14257021549
1382,12,12,Manhattan,15365480146
1383,12,12,Queens,12307208323
1384,12,12,Staten Island,1477292630
1385,12,13,Bronx,12887522626
1386,12,13,Brooklyn,14631259716
1387,12,13,Manhattan,16475322924
1388,12,13,Queens,15259902307
1389,12,13,Staten Island,1109201612
1390,12,14,Bronx,13042809982
1391,12,14,Brooklyn,15581478880
1392,12,14,Manhattan,17428146352
1393,12,14,Queens,13307704562
1394,12,14,Staten Island,1214888106
1395,12,15,Bronx,14313766633
1396,12,15,Brooklyn,14524781997
1397,12,15,Manhattan,17745620976
1398,12,15,Queens,14735568401
1399,12,15,Staten Island,1479497265
1400,12,16,Bronx,18806473528
1401,12,16,Brooklyn,18161626893
1402,12,16,Manhattan,19172298743
1403,12,16,Queens,16266647675
1404,12,16,Staten Island,2059556612
1405,12,17,Bronx,18380360738
1406,12,17,Brooklyn,18008603029
1407,12,17,Manhattan,24451599654
1408,12,17,Queens,19492270688
1409,12,17,Staten Island,1743106417
1410,12,18,Bronx,21439796385
1411,12,18,Brooklyn,23234977436
1412,12,18,Manhattan,25187591220
1413,12,18,Queens,19696888543
1414,12,18,Staten Island,2111805155
1415,12,19,Bronx,25295110824
1416,12,19,Brooklyn,23762540769
1417,12,19,Manhattan,28993440324
1418,12,19,Queens,20962881661
1419,12,19,Staten Island,2218761099
1420,12,20,Bronx,32212863005
1421,12,20,Brooklyn,28090419849
1422,12,20,Manhattan,31892051428
1423,12,20,Queens,23238601099
1424,12,20,Staten Island,2851714164
1425,12,21,Bronx,38711127025
1426,12,21,Brooklyn,37651603733
1427,12,21,Manhattan,41187571601
1428,12,21,Queens,27992719626
1429,12,21,Staten Island,3063611768
1430,12,22,Bronx,38242432555
1431,12,22,Brooklyn,52907265351
1432,12,22,Manhattan,65891403024
1433,12,22,Queens,37445263485
1434,12,22,Staten Island,4384389669
1435,12,23,Bronx,39927740046
1436,12,23,Brooklyn,58032753997
1437,12,23,Manhattan,68684686306
1438,12,23,Queens,49959247185
1439,12,23,Staten Island,4859685365
